Date,Open,High,Low,Close,Volume,bais_self,bais_oil
2006/2/13,68.3,69.06,67.88,68.62,2838400,-0.189090909,-0.012094823
2006/2/14,69,70.41,68.23,70.22,4532600,2.331681725,-0.026934378
2006/2/15,69.93,71.65,69.9,71.6,4396500,1.965252065,-0.033551418
2006/2/16,71.79,72,71.39,71.96,3483300,0.502793296,0.017358098
2006/2/17,72,72.39,71.71,72.05,4767900,0.125069483,0.019621225
2006/2/21,72,72.79,71.68,72.59,3956800,0.749479528,0.024263722
2006/2/22,72.59,73.73,72.54,73.06,5532000,0.647472104,-0.035615096
2006/2/23,73.07,73.09,71.9,72.35,4974100,-0.971803997,-0.016940539
2006/2/24,72.5,72.92,71.76,72.7,2924100,0.483759502,0.059107358
2006/2/27,73.3,73.99,73,73.5,3217900,1.100412655,-0.007321835
2006/2/28,73.1,73.36,72.4,73.08,4444400,-0.571428571,0.005900672
2006/3/1,73.13,74.94,72.95,74.39,4193400,1.792556103,0.010428548
2006/3/2,74.14,74.62,73.81,74.34,2247700,-0.067213335,0.021770682
2006/3/3,74.35,75.5,74.11,74.61,3397300,0.363196126,0.003945707
2006/3/6,74.63,74.88,72.5,73.22,5497000,-1.863021043,-0.018078918
2006/3/7,73.01,74.02,72.21,73.04,4904800,-0.245834471,-0.015209734
2006/3/8,73.04,73.05,70.34,72.4,7726100,-0.876232202,-0.023573403
2006/3/9,72.43,72.52,71.25,71.4,5101600,-1.38121547,0.007492507
2006/3/10,71.35,72.01,70.38,70.95,5996900,-0.630252101,-0.009915716
2006/3/13,71.45,71.75,70.79,71,3401500,0.070472163,0.031714238
2006/3/14,71,72.28,71,71.94,4048600,1.323943662,0.019414334
2006/3/15,72.11,74.7,71.94,74.29,5212600,3.266611065,-0.014283447
2006/3/16,74.93,75.39,74.38,74.9,5802800,0.821106475,0.02173563
2006/3/17,75.58,76.35,74.45,76.23,7015600,1.775700935,-0.010242673
2006/3/20,76.88,77.11,75.63,75.85,4217900,-0.498491408,-0.039802579
2006/3/21,75.9,76.27,74.19,74.31,4594400,-2.030323006,0.0016581
2006/3/22,73.7,76.45,74.38,76.21,3636000,2.556856412,-0.006290349
2006/3/23,76.4,77.21,75.75,76.26,4874800,0.065608188,0.034982509
2006/3/24,76.26,76.66,75.17,75.5,4321200,-0.996590611,0.028488653
2006/3/27,75.88,76.16,75.03,75.38,2579100,-0.158940397,-0.002347418
2006/3/28,75.55,76.23,74.71,74.87,3726800,-0.676572035,0.029803922
2006/3/29,73.25,73.98,72.55,73.67,6588100,-1.602778149,0.005331302
2006/3/30,73.65,74.35,72.16,72.4,5283600,-1.723903896,0.010606061
2006/3/31,72.4,72.46,71.3,71.81,4316800,-0.814917127,-0.006746627
2006/4/3,72.71,75.48,72.56,73.5,5885200,2.35343267,-0.002716981
2006/4/4,74.1,75.52,73.49,75.3,4606100,2.448979592,-0.004843348
2006/4/5,75.5,76.15,74.6,75.8,4758400,0.664010624,0.015361217
2006/4/6,75.5,76.08,75.01,75.65,3679300,-0.197889182,0.006890354
2006/4/7,75.6,76.05,74.66,74.92,4262900,-0.964970258,-0.002975305
2006/4/10,74.93,75.92,74.92,75.45,4040400,0.707421249,0.018949567
2006/4/11,76.22,76.74,75.5,76.66,5325200,1.603711067,0.01083614
2006/4/12,76.84,78.25,76.84,77.84,6412900,1.539264284,-0.007243228
2006/4/13,77.2,77.77,76.41,76.94,4209000,-1.156217883,0.014592149
2006/4/17,77.49,78.8,76.29,76.45,5469400,-0.636859891,0.011074356
2006/4/18,77.05,79.1,76.82,78.91,7702500,3.217789405,0.013940256
2006/4/19,79.05,79.95,78.35,78.97,4648100,0.07603599,0.011083053
2006/4/20,78.99,79.32,77.25,77.97,3850300,-1.26630366,-0.001526294
2006/4/21,79.45,80,77.6,77.87,6891700,-0.128254457,0.024596998
2006/4/24,78.25,79.72,76.73,77.38,11226000,-0.629253885,-0.04801302
2006/4/25,77.28,77.28,74.77,74.93,7537200,-3.166192815,-0.039321841
2006/4/26,76.06,76.8,75.61,75.95,4613000,1.361270519,0.063473231
2006/4/27,74.99,75.65,73.85,75.06,6142000,-1.171823568,-0.013247804
2006/4/28,75.5,76.1,75.1,75.74,4432600,0.905941913,0.014697569
2006/5/1,76.2,76.61,75.41,75.63,4253100,-0.145233694,0.027158774
2006/5/2,75.94,77.66,75.82,77.48,3857500,2.446119265,0.01179661
2006/5/3,77.95,78.23,76.6,78.1,3639700,0.800206505,-0.03162691
2006/5/4,78.5,79.13,78.32,78.81,3640800,0.909090909,-0.031552726
2006/5/5,79.58,80.89,79.4,79.98,6022700,1.484583175,0.001571878
2006/5/8,79.99,80.12,78.91,79.9,2725300,-0.100025006,-0.004850906
2006/5/9,80,81.14,79.99,81.14,2969300,1.551939925,0.013763441
2006/5/10,81.39,82.03,80.25,80.97,3969300,-0.20951442,0.020364871
2006/5/11,80.97,81.3,79.34,79.62,4367800,-1.667284179,0.011781012
2006/5/12,79.25,79.5,77.68,77.81,4548800,-2.273298166,-0.015479452
2006/5/15,77.81,77.9,76.22,77.47,4918800,-0.43696183,-0.03645471
2006/5/16,77.96,78.97,77.12,77.34,3756300,-0.167806893,0.002166065
2006/5/17,76.39,77.16,75.01,75.91,6110900,-1.848978536,-0.010806916
2006/5/18,76.09,76.45,74.35,74.62,6260200,-1.699380846,0.01427531
2006/5/19,74.99,75.08,72.1,72.78,10337600,-2.465826856,-0.017090335
2006/5/22,72,73.38,71.95,72.87,7286400,0.123660346,0.011542957
2006/5/23,73.71,74.75,73.67,73.72,5703800,1.166460821,0.022389138
2006/5/24,73.4,75.2,72.18,73.59,6464700,-0.176342919,-0.018508053
2006/5/25,73.72,74.08,72.44,73.96,3761000,0.502785705,0.020872319
2006/5/26,74.25,74.82,73.33,74.42,2748000,0.621957815,0.00606317
2006/5/30,74.43,74.44,72.06,72.16,4130200,-3.03681806,0.007007708
2006/5/31,72.58,73.42,71.4,72.95,4032900,1.094789357,-0.00598469
2006/6/1,72.71,73.47,71.86,73.29,2910300,0.466072653,-0.018342201
2006/6/2,73.55,73.55,72.13,72.81,3731000,-0.65493246,0.037369847
2006/6/5,72.8,72.81,68.81,69.33,6864100,-4.779563247,-0.003162381
2006/6/6,69.25,70.02,68.1,68.48,8730700,-1.226020482,-0.000965517
2006/6/7,68.7,68.75,66.41,66.74,9782100,-2.54088785,-0.021123844
2006/6/8,66.4,67.54,64.41,66.89,11897800,0.224752772,-0.009167842
2006/6/9,67.89,69.05,67.3,67.52,7943000,0.94184482,0.019501779
2006/6/12,68.4,68.4,66.06,66.32,6336200,-1.777251185,-0.018709858
2006/6/13,65.63,67.5,65.41,66.33,6267900,0.015078408,-0.025611838
2006/6/14,65.95,67.58,65.9,67.48,5343500,1.733755465,0.009345794
2006/6/15,68.5,71.05,68.5,70.85,8440100,4.994072318,0.009548611
2006/6/16,70.85,71.37,70.35,70.55,6862100,-0.423429781,-0.000429923
2006/6/19,71,71.45,69.5,69.95,5341000,-0.850460666,-0.007741935
2006/6/20,70.38,71.64,70.2,70.99,5368800,1.486776269,0.00130039
2006/6/21,70.99,73.45,70.98,72.47,5502200,2.084800676,0.011111111
2006/6/22,72.6,72.66,71.36,72.28,3360500,-0.262177453,0.007849294
2006/6/23,72.05,73.25,71.15,72.14,3331200,-0.193691201,-0.001699235
2006/6/26,72.4,72.96,71.58,72.48,2525900,0.471305794,0.016028369
2006/6/27,71.6,72.97,71.52,71.65,2586300,-1.145143488,0.005863465
2006/6/28,71.66,72.93,71.41,72.71,2922500,1.479413817,0.001387925
2006/6/29,72.85,74.69,72.68,74.4,5138300,2.324302022,0.018711019
2006/6/30,74.95,74.95,73.42,74.48,3921100,0.107526882,0.005986395
2006/7/3,74.92,75.43,74.48,74.77,1908300,0.389366273,0.017040844
2006/7/5,73.7,73.8,72.88,73.13,5035800,-2.193393072,-0.002659574
2006/7/6,73.12,74.24,72.95,73.65,3175700,0.711062491,-0.016533333
2006/7/7,73.4,73.94,72.36,72.58,3334000,-1.452817379,-0.003524946
2006/7/10,72.75,74.1,72.5,73.27,2609100,0.950675117,0.007482993
2006/7/11,73.28,73.61,72.59,73.4,3400100,0.177425959,0.012694126
2006/7/12,73.02,73.2,71.14,71.31,3876700,-2.847411444,0.02280304
2006/7/13,71.06,71.07,69.65,69.7,4981100,-2.257747861,0.001303781
2006/7/14,70,70.29,68.8,69.19,5557000,-0.731707317,-0.014322917
2006/7/17,69.19,70.19,69,69.19,5693500,0,-0.024174373
2006/7/18,69.6,70.15,68.06,69.47,4852200,0.404682758,-0.014620279
2006/7/19,69.47,71.79,68.38,71.12,5557600,2.375125954,0.016623163
2006/7/20,71.37,71.87,68.62,69.08,7217900,-2.868391451,-0.006486486
2006/7/21,71,71.1,67.1,68.35,14444700,-1.056745802,0.010473341
2006/7/24,69.45,70.56,68.22,70.52,7135300,3.174835406,-0.011172432
2006/7/25,70.5,71.02,69.33,70.66,5465200,0.198525241,0.004900626
2006/7/26,70.77,70.93,69.8,70.13,3527100,-0.750070761,0.009211596
2006/7/27,70.5,72.62,70.24,70.72,6082700,0.841294738,-0.016107383
2006/7/28,71.3,71.71,70.4,71.21,3027700,0.692873303,0.017189632
2006/7/31,71,71.66,70.45,70.87,3419800,-0.477461031,0.004962446
2006/8/1,70.12,70.43,69.12,69.71,4518600,-1.636799774,0.016415321
2006/8/2,69.92,71.21,69.92,70.75,3056500,1.491894994,-0.007484244
2006/8/3,70.25,72.9,69.92,72.73,4899600,2.798586572,-0.010715703
2006/8/4,73.47,74.08,72.24,73.1,5194900,0.508730923,0.03035571
2006/8/7,73.13,73.92,72.53,73.18,3873200,0.109439124,-0.009863725
2006/8/8,73.19,73.43,71.27,71.6,4140400,-2.159059852,-0.000131079
2006/8/9,72.3,72.35,68.4,68.52,8318200,-4.301675978,-0.027661248
2006/8/10,68.75,69.04,68.06,68.32,6736000,-0.291885581,0.002831333
2006/8/11,68.15,68.22,66.15,67.03,7035600,-1.888173302,-0.014116698
2006/8/14,67.6,68.61,65.52,65.96,8324800,-1.596300164,-0.005182054
2006/8/15,66.46,67.46,65.9,67.41,6886500,2.198302001,-0.017957505
2006/8/16,68.17,69.55,67.66,69.11,6774900,2.521881027,-0.021217197
2006/8/17,69.11,70.04,68.75,69.36,3738700,0.36174215,0.011551626
2006/8/18,69.75,69.75,67.69,68.31,5815800,-1.51384083,0.021429578
2006/8/21,68.25,68.43,67.61,68.25,3925100,-0.08783487,0.001380262
2006/8/22,68.42,69.1,68.11,68.5,3696500,0.366300366,-0.015161957
2006/8/23,68.75,69.21,67.08,67.21,4572100,-1.883211679,0.007977607
2006/8/24,67.21,67.22,64.75,65.5,8912100,-2.544264246,0.001527354
2006/8/25,65.5,66.46,65.25,65.99,3964500,0.748091603,-0.023014002
2006/8/28,66.13,66.99,65.82,66.07,3840800,0.121230489,-0.010359018
2006/8/29,66.27,66.47,65.11,65.45,4912800,-0.938398668,0.006595928
2006/8/30,65.1,65.73,64.82,65.06,4252000,-0.595874714,0.002564103
2006/8/31,65.3,66.56,64.95,66.35,6410100,1.982785121,-0.016197783
2006/9/1,66.67,67.8,65.95,67.27,5712000,1.386586285,-0.00779896
2006/9/5,68.85,69.87,67.96,69.68,8504900,3.582577672,-0.013828239
2006/9/6,69.01,70.4,69.01,69.13,5590000,-0.789322618,-0.005608856
2006/9/7,68.45,68.65,67.7,67.76,5196300,-1.98177347,-0.01588244
2006/9/8,68.1,68.2,67.27,67.32,4313300,-0.649350649,-0.013273002
2006/9/11,67.01,67.01,65.34,65.51,7895100,-2.688651218,-0.024610211
2006/9/12,65.75,66.04,64.6,65.15,12080700,-0.549534422,0.004388027
2006/9/13,65.16,67.14,65.14,66.33,7132700,1.811204912,-0.012794508
2006/9/14,66.33,66.67,65.45,65.51,3498800,-1.236243027,0.000474158
2006/9/15,66.3,66.3,65.29,65.43,6409000,-0.12211876,0.008530806
2006/9/18,65.51,67.6,65.5,66.99,5674400,2.384227419,-0.032424812
2006/9/19,67.55,67.6,65.89,66.56,3997800,-0.641886849,-0.028654687
2006/9/20,66.95,67.25,65.85,65.88,4903400,-1.021634615,0.027
2006/9/21,66.37,66.39,64.23,64.54,8954100,-2.034001214,-0.02969815
2006/9/22,64.54,64.67,62.09,62.77,11133500,-2.74248528,0.015888945
2006/9/25,62.97,64.9,62.76,64.33,7680700,2.485263661,-0.001810998
2006/9/26,64.36,66.55,64.29,65.9,7622500,2.440540961,0.03842982
2006/9/27,65.9,66.85,65.14,65.68,5032800,-0.33383915,-0.00794155
2006/9/28,65.64,66.59,65.17,66.59,5875900,1.385505481,0.007044508
2006/9/29,67,67.06,65.75,65.8,4280000,-1.186364319,-0.030842607
2006/10/2,65.45,66.48,65.3,65.36,4272700,-0.668693009,-0.038057743
2006/10/3,65.37,65.71,64.49,65.11,5630500,-0.38249694,0.015177353
2006/10/4,63.81,65.54,63.5,65.54,7107400,0.660420826,0.008231144
2006/10/5,65.4,68.81,65.3,68.24,12215700,4.119621605,-0.005664778
2006/10/6,67.51,68.11,66.54,68.05,6587800,-0.278429074,0.004189008
2006/10/9,67.8,69.95,67.78,68.9,6839600,1.249081558,-0.023861171
2006/10/10,69.3,69.41,68.49,69.06,4698200,0.23222061,-0.016068376
2006/10/11,68.8,68.81,67.52,68.32,3445200,-1.071532001,0.011640028
2006/10/12,68.7,69.67,68.56,69.25,4324500,1.361241218,0.007899708
2006/10/13,69.45,69.45,68.68,69.08,3486100,-0.245487365,0.020787187
2006/10/16,69.33,70.25,69,69.93,6686300,1.230457441,-0.016691704
2006/10/17,69.68,70.12,68.57,69.9,6039100,-0.042900043,-0.021218808
2006/10/18,70.76,70.92,68.7,69.08,6579300,-1.173104435,0.01543531
2006/10/19,68.69,69.15,68.09,69.02,4939300,-0.086855819,-0.020495303
2006/10/20,61.96,62.28,58.82,59,67806100,-14.51753115,-0.010636443
2006/10/23,60,60.63,59.16,60.42,22143300,2.406779661,0.014275643
2006/10/24,61.3,61.8,60.73,60.93,11653800,0.84409136,0.02675934
2006/10/25,61.24,62.09,60.78,61.91,11557700,1.608403086,0.019969538
2006/10/26,62.7,62.78,62.11,62.35,10546100,0.710709094,0.007964161
2006/10/27,62.35,62.35,61.22,61.27,9045500,-1.732157177,-0.038518519
2006/10/30,61.17,61.19,60.49,60.76,5366100,-0.832381263,0.00530731
2006/10/31,61,61.13,60.34,60.71,6959600,-0.082290981,-0.001362398
2006/11/1,60.71,61.02,60.06,60.5,9107900,-0.34590677,-0.013130969
2006/11/2,60.5,61.12,60.25,60.56,7880100,0.099173554,0.021772939
2006/11/3,60.63,60.93,60.25,60.43,6515000,-0.214663144,0.016573651
2006/11/6,60.4,60.59,59.68,59.85,9579900,-0.959788185,-0.019464315
2006/11/7,59.97,60.4,59.86,59.92,7660000,0.116959064,0.016796742
2006/11/8,59.92,60.4,59.54,60.1,11510300,0.300400534,0.020857667
2006/11/9,60.31,60.4,59,59.2,7779700,-1.49750416,-0.02484472
2006/11/10,59.45,59.69,58.99,59.6,5966900,0.675675676,-0.017934965
2006/11/13,59.26,60.21,59.24,59.52,5139300,-0.134228188,-0.005291005
2006/11/14,59.9,60.44,59.66,60.36,6206900,1.411290323,0.008750858
2006/11/15,60.5,61.66,60.37,61.45,8616700,1.805831677,-0.043544821
2006/11/16,61.65,62.11,61.31,61.37,4834100,-0.130187144,-0.005868753
2006/11/17,61.37,61.37,60.45,60.94,7929700,-0.700668079,0.009302326
2006/11/20,60.51,61.08,60.5,60.91,3759100,-0.04922875,0.028181496
2006/11/21,60.55,62.4,60.2,62.19,9021500,2.101461172,-0.012584037
2006/11/22,62.93,63.1,61.88,62.79,7213200,0.964785335,0.052723464
2006/11/24,62.45,63.33,62.12,62.87,2965900,0.127408823,0.011111111
2006/11/27,62.6,63.19,61.85,61.97,5817900,-1.43152537,0.024274233
2006/11/28,61.75,61.96,60.6,61.6,6687700,-0.597063095,0.008326661
2006/11/29,62.05,62.46,61.7,62.06,3592400,0.746753247,0.007305066
2006/11/30,62.15,62.7,61.61,62.03,3997000,-0.048340316,-0.016396027
2006/12/1,62.44,62.44,60.3,61.19,7193900,-1.35418346,0.000160282
2006/12/4,61.39,61.79,60.95,61.49,4954800,0.490276189,-0.003205128
2006/12/5,61.5,62.5,61.39,62.15,4508600,1.073345259,0.005466238
2006/12/6,62.3,63.1,62.04,63.05,6066400,1.448109413,-0.007675088
2006/12/7,63.25,63.95,62.75,63,5392600,-0.079302141,-0.012890751
2006/12/8,63,63.88,63,63.4,4098700,0.634920635,-0.003264773
2006/12/11,63.6,63.66,62.66,63.07,4699700,-0.520504732,0.004585653
2006/12/12,63,63.3,61.56,62.28,6698400,-1.252576502,0.018584936
2006/12/13,62.48,62.5,61.29,61.49,5110800,-1.268464997,0.014724712
2006/12/14,61.69,62.47,61.51,62.12,5352800,1.024556839,-0.019085174
2006/12/15,62.64,62.74,61.75,61.82,5763800,-0.482936252,0.010934234
2006/12/18,62.17,62.59,61.66,61.92,5307700,0.161759948,0.003340226
2006/12/19,61.47,62,61.15,61.52,4305100,-0.645994832,-0.016328472
2006/12/20,61.4,61.89,60.9,61.37,5606100,-0.243823147,-0.003867849
2006/12/21,61.15,61.53,60.38,60.81,3357700,-0.912497963,-0.011972173
2006/12/22,60.81,60.89,60.35,60.59,2788000,-0.361782602,-0.012444736
2006/12/26,60.5,61.13,60.49,60.9,1933100,0.511635583,0.00132648
2006/12/27,61,61.58,60.9,61.47,2773800,0.935960591,0.007617155
2006/12/28,61.38,61.85,61.27,61.31,2402500,-0.260289572,-0.001314708
2006/12/29,61.12,61.65,61.06,61.33,2363600,0.032621106,-0.0404805
2007/1/3,61.71,62.31,60.7,61.16,6138900,-0.277188978,-0.045618247
2007/1/4,61.25,61.28,60.34,61,4060200,-0.261608895,0.011500449
2007/1/5,60.77,60.92,59.95,60.22,6267100,-1.278688525,-0.00373068
2007/1/8,60.09,60.57,59.86,60.29,3943000,0.116240452,-0.007667618
2007/1/9,60.46,60.7,60,60.62,3929100,0.547354453,-0.030548068
2007/1/10,60.19,60.39,59.85,60.32,6825100,-0.494886176,-0.03781279
2007/1/11,60.14,60.58,59.9,60,7440900,-0.530503979,0.020227317
2007/1/12,59.66,59.9,59.2,59.74,6560800,-0.433333333,-0.032666163
2007/1/16,59.87,59.93,59.1,59.24,6843100,-0.836960161,0.020886199
2007/1/17,59.36,60.68,59.25,59.91,7255600,1.130992573,-0.034225621
2007/1/18,59.6,60.3,59.6,59.9,7027700,-0.016691704,0.029103148
2007/1/19,60.1,60.2,59.28,59.37,5561700,-0.884808013,-0.016737207
2007/1/22,59.37,59.53,57.98,58.17,9881300,-2.02122284,0.048914107
2007/1/23,58.43,59.56,58.17,59.56,8587900,2.389547877,0.011751539
2007/1/24,59.79,60.12,59.05,59.73,8017500,0.285426461,-0.013827434
2007/1/25,59.85,60.12,59.38,59.63,7482500,-0.167420057,0.035333707
2007/1/26,61.26,61.42,60.5,61.09,12450800,2.448431997,-0.024738173
2007/1/29,61.29,62.29,61.07,61.7,9608800,0.998526764,0.055915571
2007/1/30,62.15,63.16,61.96,62.88,8954000,1.912479741,0.019989479
2007/1/31,63.14,64.34,62.98,64.07,9639100,1.892493639,-0.014096613
2007/2/1,64.8,65.25,64.45,64.99,10273000,1.435929452,0.028945074
2007/2/2,65,65.37,64.55,65.25,5971800,0.400061548,-0.00542281
2007/2/5,65.25,65.3,64.31,64.49,5265700,-1.164750958,0.003748509
2007/2/6,64.5,64.95,64.32,64.42,4873100,-0.10854396,-0.019691054
2007/2/7,64.9,65.9,64.65,65.64,6546400,1.893821794,0.034805195
2007/2/8,65.58,65.85,64.86,65.63,4528600,-0.015234613,0.00167336
2007/2/9,65.99,65.99,64.69,64.8,5576200,-1.264665549,-0.035081858
2007/2/12,64.75,65.18,64.28,64.6,4977627,-0.308641975,0.021121884
2007/2/13,64.61,65.18,64.31,64.73,4965188,0.20123839,-0.016615802
2007/2/14,64.73,66.48,65.17,66.16,7526254,2.20917658,-0.00137931
2007/2/15,68,68.2,67,67.62,9566900,2.206771463,0.025207182
2007/2/16,67.63,68.04,67.3,67.67,4250200,0.073942621,-0.017851128
2007/2/20,67.67,68,67.01,67.93,6964300,0.384217526,0.018518519
2007/2/21,67.93,68.36,67.33,68.21,7225500,0.412189018,0.014814815
2007/2/22,68.25,68.43,67.33,67.78,4989400,-0.630406099,0
2007/2/23,67.78,67.66,67.07,67.26,3777800,-0.767187961,0.018745853
2007/2/26,67.51,67.77,67.07,67.26,3990310,0,0.0008142
2007/2/27,66.05,66.17,63.51,64.83,10824700,-3.612845674,0.005206638
2007/2/28,64.67,65.06,63.01,64.43,9558400,-0.616998303,0.003075429
2007/3/1,64.42,64.29,62.75,63.9,7994165,-0.822598169,-0.006293368
2007/3/2,63.4,64.16,62.94,63.04,6037500,-1.345852895,-0.024845729
2007/3/5,62.52,63.8,62.34,63.17,6722500,0.206218274,0.010158201
2007/3/6,63.56,64.13,63.19,63.62,5360600,0.712363464,0.01961754
2007/3/7,63.73,64.65,63.63,64.23,5284300,0.958817982,-0.003556993
2007/3/8,64.56,64.99,64,64.3,4206200,0.108983341,-0.025474607
2007/3/9,64.46,64.8,64.01,64.4,3267700,0.155520995,-0.018648019
2007/3/12,64.41,64.89,63.63,64.57,4949100,0.263975155,-0.01543943
2007/3/13,64.11,64.65,63.18,63.34,6297900,-1.904909401,0.002067896
2007/3/14,63.21,63.78,62.58,63.64,6611900,0.473634354,-0.01083405
2007/3/15,63.49,63.91,63.17,63.46,4547500,-0.282840981,-0.007997218
2007/3/16,63.72,64.11,62.9,63.16,5242507,-0.472738733,-0.007185419
2007/3/19,64.65,64.75,63.89,64.17,5076102,1.599113363,-0.00423654
2007/3/20,64.17,65.18,64.01,64.86,4730800,1.075268817,0.010104591
2007/3/21,65.1,66.45,64.99,66.21,5865424,2.081406105,0.056686557
2007/3/22,66.62,66.87,65.94,66.54,4810807,0.498414137,0.014283342
2007/3/23,66.65,67.43,66.6,66.88,4127197,0.510970845,0.011462256
2007/3/26,67.45,67.72,66.26,66.84,7726878,-0.059808612,0.019588797
2007/3/27,66.31,67.04,66.14,66.88,4266800,0.059844405,0.017942204
2007/3/28,66.55,66.74,65.75,66.24,4428700,-0.956937799,0.031040399
2007/3/29,66.25,66.91,65.63,66.19,3752600,-0.075483092,-0.002420575
2007/3/30,66.7,67.69,66.65,67.03,6216500,1.269073878,0.001364877
2007/4/2,67.04,67.15,66.02,66.75,4917200,-0.417723407,-0.021808269
2007/4/3,67.21,67.7,66.84,67.24,5065355,0.734082397,-0.002941632
2007/4/4,67.24,67.76,66.93,67.48,3257300,0.356930399,-0.002173913
2007/4/5,67.48,68,67.4,67.63,3632707,0.222288085,-0.042794896
2007/4/9,67.64,68.19,67.08,67.34,3780650,-0.428803785,0.006665583
2007/4/10,67.2,67.55,66.4,66.95,3699985,-0.579150579,0.000968992
2007/4/11,67,67.17,66.05,66.35,3779732,-0.896191187,0.030493708
2007/4/12,66.35,66.75,65.86,66.64,4017847,0.437076112,-0.003757633
2007/4/13,66.95,67.03,66.33,66.79,3449689,0.225090036,0
2007/4/16,67.03,67.33,66.47,66.9,5126326,0.164695314,-0.00770077
2007/4/17,66.9,67.76,66.8,67.66,7919095,1.136023916,0
2007/4/18,68.41,69.86,68.41,69.37,9469920,2.527342595,-0.021064302
2007/4/19,68.7,68.93,68.08,68.62,6964783,-1.081159002,0.028312571
2007/4/20,72.62,72.83,70.71,71.82,19017662,4.663363451,0.027847703
2007/4/23,72.2,73,71.74,71.85,10759210,0.041771094,-0.018827491
2007/4/24,71.9,72.94,71.83,72.81,6847555,1.33611691,0.019188768
2007/4/25,73,73.49,72.01,73.23,5807574,0.57684384,-0.003826726
2007/4/26,73.05,73.34,72.61,73,4511214,-0.314078929,0.021051014
2007/4/27,72.6,74.1,72.5,73.76,6511780,1.04109589,-0.010082769
2007/4/30,73.56,73.92,72.51,72.62,5221974,-1.545553145,-0.020522955
2007/5/1,72.6,73.31,71.78,73.24,5282992,0.853759295,-0.010088468
2007/5/2,73.31,74.29,73.15,73.4,4355288,0.218459858,-0.008623393
2007/5/3,73.31,73.69,72.89,73.36,4349602,-0.054495913,-0.021192472
2007/5/4,73.8,74.18,72.83,73.1,3468748,-0.354416576,-0.006624657
2007/5/7,72.95,73.42,72.38,72.67,3632588,-0.588235294,0.012687053
2007/5/8,72.5,73.85,72.24,73.43,4548500,1.045823586,-0.011564407
2007/5/9,73.4,74.76,73.3,74.75,5651927,1.797630396,0.005037374
2007/5/10,74.51,74.9,73.41,73.81,4537420,-1.257525084,0.008084074
2007/5/11,74.1,75,73.85,74.88,5549483,1.449668067,0.003207698
2007/5/14,75,76.46,74.6,76.3,8043340,1.896367521,0.009752198
2007/5/15,76.03,76.84,75.79,76.01,5614050,-0.380078637,-0.009341355
2007/5/16,76.5,76.79,75.13,75.95,5897425,-0.078936982,0.036119546
2007/5/17,75.18,75.2,73.85,74.84,7426400,-1.461487821,0.001542496
2007/5/18,75.01,75.25,74.47,74.77,5199400,-0.09353287,0.020329586
2007/5/21,74.77,75.26,74.32,74.85,4445700,0.106994784,-0.020226415
2007/5/22,74.85,75.73,74.78,75.51,5171000,0.881763527,0.00292713
2007/5/23,75.88,77.25,75.81,76.03,5682658,0.68865051,-0.022734255
2007/5/24,76.03,76.98,75.08,75.43,6316294,-0.789162173,0.015246778
2007/5/25,75.37,76.59,75.35,75.71,3337402,0.371205091,-0.021675182
2007/5/29,75.82,76.31,75.28,75.75,3817457,0.052833179,0.004431081
